LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSf1,BsmtFinSf2,TotalBsmtSf,FirstFlrSf,SecondFlrSf,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSf,OpenPorchSf,EnclosedPorch,ThreeSsnPorch,ScreenPorch,SalePrice
11457,6,5,1988,1988,1005,0,1392,1412,0,1412,1,0,2,0,3,1,6,1,2,576,0,0,169,0,0,175000
14419,7,5,1987,1989,904,624,1645,1479,0,1479,2,0,2,1,3,1,7,1,2,578,224,238,0,0,0,213500
6853,8,5,2001,2002,1005,0,1267,1296,0,1296,1,0,2,0,2,1,6,0,2,471,192,25,0,0,0,220000
12518,5,7,1968,1968,532,0,1008,1008,0,1008,0,0,1,0,3,1,6,0,1,384,144,0,0,0,0,139500
4500,6,5,1998,1998,866,0,1204,1204,0,1204,1,0,2,0,2,1,5,0,2,412,0,247,0,0,0,162000
4500,6,5,1999,1999,883,0,1224,1224,0,1224,1,0,2,0,2,1,5,0,2,402,0,304,0,0,0,165000
1596,4,5,1973,1973,462,0,462,526,462,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,91000
9858,5,6,1968,1968,510,0,864,874,0,874,1,0,1,0,3,1,5,0,1,288,33,0,0,0,0,130000
1526,4,8,1970,2002,515,0,630,630,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,86000
13383,5,5,1969,2000,594,0,1188,1404,0,1404,0,0,2,0,3,1,7,1,2,504,0,16,0,0,0,160000
1477,4,4,1970,1970,509,0,630,630,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,80000
1533,4,6,1970,2008,0,0,546,798,546,1344,0,0,1,1,3,1,6,1,0,0,0,0,0,0,0,97000
2217,4,4,1970,1970,273,273,546,546,546,1092,0,0,1,1,3,1,6,0,1,286,238,0,0,0,0,88000
7689,5,8,1972,1972,720,76,796,796,0,796,0,1,1,0,2,1,4,0,1,336,138,0,0,0,0,131900
7706,6,5,1993,1996,114,270,384,1091,0,1091,0,1,1,0,2,1,5,0,1,429,280,0,0,0,0,131250
9101,5,6,1978,1978,1097,0,1097,1110,0,1110,1,0,1,0,1,1,4,1,2,602,303,30,0,0,0,165500
8780,5,5,1985,1985,625,0,833,833,0,833,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,112000
7669,5,6,1992,1993,718,110,828,883,0,883,1,0,1,0,2,1,5,1,2,698,100,32,0,0,0,149000
14115,5,5,1993,1995,732,0,796,796,566,1362,1,0,1,1,1,1,5,0,2,480,40,30,0,320,0,143000
10429,5,5,1992,1992,330,0,624,624,663,1287,0,0,1,1,3,1,6,0,2,440,150,0,0,0,0,130000
11029,6,8,1958,2002,528,411,1184,1414,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,176500
8139,6,5,1995,1996,476,0,680,680,790,1470,0,0,2,1,3,1,7,1,2,420,192,49,0,0,0,165000
14137,5,5,1996,1997,450,0,1348,1384,0,1384,1,0,2,0,3,1,7,0,2,404,0,39,0,0,0,177900
21872,7,5,1996,1997,604,0,729,729,717,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,175000
5395,8,5,1993,1993,733,0,1337,1337,0,1337,1,0,2,0,2,1,5,1,2,462,96,0,70,168,0,180000
5070,8,5,1992,1992,0,0,1280,1280,0,1280,0,0,2,0,2,1,5,0,2,506,0,82,0,0,144,180000
4671,8,5,1988,1989,767,0,1228,1228,0,1228,1,0,2,0,2,1,5,1,2,472,168,120,0,0,0,189000
5950,8,5,1989,1989,319,0,1337,1337,0,1337,1,0,2,0,2,1,5,1,2,462,0,73,154,0,0,188500
31220,6,2,1952,1952,0,0,1632,1474,0,1474,0,0,1,0,3,1,7,2,2,495,0,0,144,0,0,115000
12090,6,6,1981,1981,588,228,1422,1422,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,175500
10825,7,7,1983,1983,747,0,1260,1260,0,1260,1,0,2,0,3,1,6,0,2,598,152,0,0,0,0,181900
13068,6,5,1976,1976,890,48,1211,1211,0,1211,1,0,2,0,3,1,6,1,2,461,0,0,0,174,0,161000
9743,5,6,1969,1969,280,0,720,720,588,1308,0,0,1,1,3,1,7,0,2,484,0,0,0,0,0,146900
10400,6,5,1976,1976,0,0,1444,1444,0,1444,0,0,2,0,2,1,5,1,2,473,0,24,0,0,0,159900
10000,5,6,1973,2000,1084,0,1176,1178,0,1178,0,1,1,1,3,1,5,1,2,439,224,0,0,0,0,157000
9750,6,8,1969,1969,602,438,1054,1054,0,1054,1,0,1,1,3,1,6,0,2,460,180,0,0,0,80,151000
10295,4,6,1969,1969,252,0,936,936,0,936,0,0,1,0,2,1,4,0,1,288,16,0,0,0,0,111900
7560,5,5,1971,1971,119,613,864,864,0,864,1,0,1,0,3,1,5,0,2,576,0,0,0,0,0,123000
12735,4,5,1972,1972,600,0,864,864,0,864,0,0,1,0,3,1,5,0,2,576,216,0,0,0,0,111250
1680,6,5,1973,1973,458,0,483,483,504,987,0,1,1,1,2,1,5,0,1,264,52,0,0,0,0,103400
1680,6,5,1973,1973,330,0,483,483,504,987,1,0,1,1,2,1,5,0,1,264,0,0,0,0,0,100000
1890,6,6,1972,1972,483,0,483,483,504,987,0,0,1,1,2,1,5,0,1,352,411,0,0,0,0,100500
1869,6,6,1970,1970,321,0,483,483,504,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,106000
1680,6,3,1971,1971,358,0,483,483,504,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,89500
1680,5,5,1972,1972,350,0,630,630,672,1302,0,0,2,1,3,1,6,0,1,264,0,0,0,0,0,111750
2308,6,6,1975,1975,286,294,855,855,601,1456,0,0,2,1,4,1,7,0,2,460,0,0,0,0,0,143000
2529,7,6,1977,1977,378,0,1055,1055,0,1055,0,0,2,0,2,1,4,0,2,440,0,38,0,0,0,148500
9477,5,5,1966,1966,340,0,864,892,0,892,0,0,1,0,3,1,5,0,1,264,0,0,0,0,0,110000
12304,7,5,2005,2005,20,0,1367,1367,0,1367,0,0,2,0,2,1,6,1,2,484,0,33,0,0,0,192000
6240,8,5,2006,2007,846,0,1342,1342,0,1342,1,0,2,0,2,1,6,1,2,550,0,35,0,0,0,234250
6240,8,5,2006,2007,24,0,1342,1342,0,1342,0,0,2,0,2,1,6,1,2,550,0,35,0,0,0,219500
8198,7,5,2004,2004,720,0,1358,1358,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,207000
3940,7,5,2003,2003,1073,0,1415,1455,0,1455,1,0,2,0,2,1,6,1,3,644,156,20,0,0,144,195000
3182,7,5,2007,2007,0,0,1266,1266,0,1266,0,0,2,0,2,1,6,1,2,388,100,16,0,0,0,159895
9587,7,5,2005,2005,655,0,856,1166,0,1166,1,0,2,0,2,1,5,0,2,400,212,0,0,0,0,190000
8029,6,5,2005,2005,0,0,728,728,728,1456,0,0,2,1,3,1,8,0,2,400,100,24,0,0,0,176000
15384,7,5,2004,2005,724,0,788,788,702,1490,1,0,2,1,3,1,8,1,2,388,100,75,0,0,0,184000
7750,7,5,2002,2002,0,0,707,707,707,1414,0,0,2,1,3,1,6,1,2,403,100,35,0,0,0,176000
10037,8,5,2006,2007,666,0,1460,1460,0,1460,0,0,2,0,3,1,6,1,2,480,0,20,0,0,0,247000
7500,7,5,2004,2005,680,0,1080,1080,0,1080,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,141000
13072,6,5,2005,2006,80,0,1175,1175,0,1175,1,0,1,0,3,1,6,0,0,0,0,90,0,0,0,146000
13695,5,5,2004,2004,646,0,1114,1114,0,1114,1,0,1,1,3,1,6,0,2,576,0,102,0,0,0,159000
13695,6,5,2003,2004,814,0,1114,1114,0,1114,1,0,1,0,3,1,6,0,2,576,0,78,0,0,0,155000
9260,7,5,2007,2007,0,0,1162,1162,0,1162,0,0,2,0,3,1,6,0,2,483,0,32,0,0,0,170000
7153,6,5,1991,1991,1200,0,1278,1294,0,1294,1,0,2,0,3,1,6,0,2,496,112,51,0,0,0,179200
7892,6,5,1993,1993,300,0,1199,1199,0,1199,0,0,2,0,2,1,5,0,2,530,0,63,0,0,0,153900
9100,5,5,1963,1963,53,799,984,984,0,984,1,0,1,0,3,1,5,1,1,384,145,56,0,0,0,128000
12968,5,6,1962,1962,737,0,912,912,0,912,1,0,1,0,2,1,4,0,1,352,140,0,0,0,176,144000
8100,5,8,1961,2007,764,0,864,864,0,864,1,0,1,0,3,1,5,1,1,420,132,0,0,0,0,135000
8450,5,5,1968,1968,890,0,890,890,0,890,1,0,1,0,3,1,5,0,1,308,0,0,0,0,0,115000
6768,6,8,1961,1996,832,0,912,912,0,912,1,1,1,0,3,1,5,0,1,288,168,0,0,0,0,142000
19508,6,5,1974,1974,800,0,1430,1430,0,1430,0,1,2,0,3,1,6,2,2,484,117,108,165,0,0,192000
4282,7,5,2004,2004,16,0,1391,1391,0,1391,0,0,2,0,2,1,5,0,2,530,156,158,0,0,0,196000
4017,7,5,2006,2007,0,0,625,625,625,1250,0,0,2,1,2,1,5,0,2,625,0,54,0,0,0,171900
3435,7,5,2004,2005,24,0,1235,1245,0,1245,0,0,2,0,1,1,5,0,2,495,0,100,0,0,0,178000
3180,6,5,2005,2005,390,0,600,600,600,1200,1,0,2,1,2,1,5,0,2,480,0,166,0,0,0,165000
4538,9,5,2001,2001,1004,0,1310,1310,0,1310,1,0,1,1,1,1,5,1,2,545,277,45,0,0,0,285000
4385,9,5,2001,2001,964,0,1419,1419,0,1419,1,0,1,1,2,1,5,1,2,588,155,58,0,0,0,290000
2160,7,5,1999,2000,510,0,600,624,628,1252,1,0,2,1,2,1,4,0,2,462,0,48,0,0,0,160000
2160,7,5,1999,2000,600,0,672,684,720,1404,1,0,2,1,3,1,5,0,2,462,20,0,0,0,0,170000
14963,8,5,1996,1996,786,0,1260,1288,0,1288,1,0,1,1,1,1,4,2,2,500,120,30,0,0,224,245500
11064,8,5,1995,1995,560,670,1230,1239,0,1239,1,0,1,1,1,1,4,1,2,477,172,24,0,0,0,217500
11120,6,6,1984,1984,660,0,1232,1232,0,1232,0,0,2,0,3,1,6,0,2,516,0,0,0,0,0,162500
11104,6,6,1969,1969,828,0,1427,1427,0,1427,0,1,2,0,4,1,7,0,2,516,0,0,0,0,216,183000
8814,5,6,1968,1968,732,0,732,732,732,1464,0,0,1,1,4,1,7,0,2,470,0,40,0,0,0,141000
8872,5,8,1965,2008,595,0,912,912,0,912,1,0,1,0,2,1,5,0,2,576,0,240,0,0,0,147000
8125,5,7,1965,2005,260,456,912,925,0,925,1,0,1,0,3,1,5,0,2,576,233,0,0,0,0,135000
12122,7,9,1961,2007,867,0,944,999,0,999,1,0,1,0,3,1,6,0,2,588,144,76,0,0,0,178400
7785,5,5,1956,1956,0,0,0,1014,0,1014,0,0,1,0,2,1,6,0,1,267,0,0,40,0,200,98000
8593,4,6,1957,1957,288,0,907,907,0,907,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,109008
8475,4,7,1956,1956,228,0,952,952,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,135750
8700,5,6,1963,1963,776,0,1120,1128,0,1128,1,0,2,0,3,1,6,0,2,525,192,20,123,0,0,155000
10175,6,5,1964,1964,490,0,1425,1425,0,1425,0,0,2,0,3,1,7,1,2,576,0,0,0,407,0,180500
9020,6,7,1966,1966,312,539,1127,1165,0,1165,1,0,1,1,3,1,6,0,2,490,0,129,0,0,0,174900
9200,6,6,1965,1965,892,0,1136,1136,0,1136,1,0,1,0,3,1,5,1,1,384,426,0,0,0,0,140000
8250,6,7,1964,1964,787,0,1092,1092,0,1092,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,145000
9350,5,8,1965,1999,633,0,1219,1265,0,1265,0,1,2,0,3,1,6,1,2,502,0,92,0,96,0,179900
9020,6,5,1964,1964,624,336,1248,1350,0,1350,1,0,1,1,3,1,6,0,2,520,176,0,0,0,0,168500
10007,5,7,1959,2006,806,0,1053,1053,0,1053,1,0,1,1,3,1,5,0,1,312,0,0,0,0,0,145500
10721,6,6,1959,1959,0,0,1252,1252,0,1252,0,0,1,0,3,1,7,0,2,528,0,39,0,0,0,142000
12493,4,5,1960,1960,419,306,1100,1100,0,1100,1,0,1,0,3,1,6,1,1,312,355,0,0,0,0,141000
11332,5,7,1960,2000,528,0,1118,1118,0,1118,1,0,1,0,3,1,6,0,1,264,290,0,0,0,0,153000
6627,3,6,1949,1950,0,0,0,720,0,720,0,0,1,0,2,1,4,0,1,287,0,0,0,0,0,72500
4130,3,6,1935,2003,0,0,270,729,0,729,0,0,1,0,2,1,5,0,0,0,0,0,0,0,0,52000
7420,5,6,1939,1950,851,0,991,1077,0,1077,1,0,1,0,2,2,5,2,1,205,0,4,0,0,0,118000
4882,4,7,1937,1950,120,0,348,453,453,906,0,0,1,0,2,1,5,0,1,231,0,0,0,0,0,87000
9600,5,6,1960,1960,658,0,1296,1496,0,1496,0,0,2,0,3,1,6,0,2,450,0,22,0,0,0,141500
9600,5,8,1950,2006,32,308,572,1337,0,1337,1,0,1,0,3,1,7,1,1,264,0,192,0,0,0,141500
7584,5,5,1953,1953,531,0,1036,1036,0,1036,0,0,1,0,3,1,5,0,1,312,120,24,0,0,0,112900
10197,6,5,1961,1961,288,374,1362,1362,0,1362,1,0,1,1,3,1,6,1,2,504,0,20,0,0,0,163000
7875,5,6,1961,1961,572,0,1144,1144,0,1144,1,0,1,0,3,1,6,0,2,456,0,0,0,0,0,139950
9150,6,5,1962,1962,371,0,1099,1431,0,1431,0,1,1,0,3,1,6,1,1,296,64,110,0,0,0,165000
7390,5,7,1955,1955,902,0,1098,1098,0,1098,1,0,1,0,3,1,6,0,1,260,0,0,0,0,0,135000
9204,5,5,1963,1963,25,872,1144,1144,0,1144,1,0,1,1,3,1,6,0,1,336,0,88,0,0,0,124000
7763,5,7,1962,1980,504,108,931,1283,0,1283,1,0,1,0,3,1,6,0,2,506,0,0,0,0,0,140000
8856,5,4,1957,1957,621,52,1176,1176,0,1176,1,0,1,0,3,1,6,2,1,292,0,88,0,0,95,136500
9840,5,7,1959,1998,1053,0,1248,1440,0,1440,1,0,2,0,2,1,7,0,1,480,150,0,0,0,256,185000
9120,6,6,1958,1958,662,0,1261,1261,0,1261,1,0,1,0,3,1,6,1,2,433,0,0,0,0,288,163000
9000,6,5,1956,1956,616,0,1196,1196,0,1196,1,0,1,0,2,1,6,1,1,297,0,44,0,0,0,139000
11900,6,5,1957,1957,1040,0,1392,1392,0,1392,1,0,1,1,3,1,6,2,2,458,0,0,0,0,192,166000
9464,6,7,1958,1958,570,0,1080,1080,0,1080,0,0,1,0,3,1,5,0,1,288,0,0,0,0,130,136000
10425,5,5,1956,1958,774,0,1104,1104,0,1104,1,0,1,0,3,1,5,0,1,384,0,0,0,0,0,133000
11556,5,6,1952,1952,148,0,720,882,0,882,1,0,1,0,2,1,4,0,1,240,0,0,0,0,0,116000
9373,5,6,1953,1953,500,196,1152,1152,0,1152,0,0,1,1,3,1,6,0,2,636,0,0,0,0,0,137500
12774,5,5,1953,1953,624,128,984,950,0,950,0,0,1,0,2,1,5,0,2,400,0,32,0,0,0,130000
10122,4,6,1948,1950,0,0,0,869,0,869,0,0,1,0,1,1,3,0,1,390,0,0,66,0,0,89900
7506,5,8,1925,1950,0,0,747,747,412,1159,0,0,1,0,3,1,5,0,1,288,84,0,96,0,0,114000
5400,4,7,1940,2005,0,0,672,672,0,672,0,0,1,0,2,1,4,0,1,308,88,108,0,0,0,86900
10836,5,5,1922,1950,0,0,892,1254,182,1436,0,1,1,0,3,1,7,1,4,1488,0,0,100,0,0,139000
10800,4,7,1900,2000,0,0,0,694,600,1294,0,0,2,0,3,2,7,0,0,0,220,114,210,0,0,106250
10180,5,6,1968,1968,744,0,912,1044,0,1044,0,1,1,1,3,1,5,1,2,372,200,48,0,0,0,139000
11355,7,7,1958,2001,637,0,1312,1312,0,1312,0,0,1,1,3,1,6,1,2,495,0,304,144,0,0,186000
10920,6,5,1960,1960,733,0,1253,1253,0,1253,1,0,1,1,2,1,5,1,1,352,0,213,176,0,0,157000
12929,6,6,1960,1993,697,0,1081,1081,0,1081,1,0,1,0,3,1,5,0,1,401,36,82,0,0,0,148000
8892,5,7,1953,1996,0,0,105,910,0,910,0,0,1,0,3,1,5,0,2,414,196,0,150,0,0,116000
7200,5,5,1950,1950,0,0,0,1048,0,1048,0,0,1,0,3,1,7,0,2,420,0,27,0,0,0,98300
8000,5,6,1959,1959,476,488,1256,1256,0,1256,1,0,1,1,3,1,6,0,1,311,0,240,0,0,0,159000
8000,5,5,1962,1962,520,319,1027,1027,0,1027,0,1,1,0,3,1,6,0,1,299,0,0,0,0,0,125900
7931,5,6,1960,1960,374,532,1269,1269,0,1269,0,0,1,1,3,1,6,1,1,308,0,0,0,0,0,155000
8064,6,6,1948,1950,315,0,768,819,501,1320,0,0,2,0,3,1,5,0,2,576,108,0,0,0,0,138000
6390,6,7,1954,1954,0,0,936,984,0,984,1,0,1,0,2,1,4,0,1,280,0,0,0,0,0,112500
7227,6,6,1954,1954,0,0,832,832,0,832,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,105500
7200,6,5,1954,1954,673,0,854,854,424,1278,0,0,1,0,4,1,6,0,1,240,0,0,0,0,0,127500
7200,5,7,1954,1954,0,0,825,825,0,825,0,1,1,0,2,1,4,0,1,350,0,0,0,0,0,109500
7590,5,5,1963,1963,0,0,1117,1117,0,1117,0,0,1,0,3,1,6,0,1,264,0,0,0,0,0,136870
5232,5,5,1925,2004,0,0,680,764,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,73000
9184,5,7,1948,2005,0,0,780,948,375,1323,0,0,1,0,3,1,6,0,2,400,0,0,0,0,0,122600
4800,5,5,1910,2003,0,0,680,680,680,1360,0,0,1,0,2,1,6,0,1,330,192,50,0,0,0,111000
4800,5,4,1940,1950,0,0,672,672,0,672,0,0,1,0,2,1,4,0,1,256,0,0,0,0,0,64000
6000,6,7,1915,2005,0,0,728,728,728,1456,0,0,1,1,4,1,7,0,1,308,0,0,248,0,0,139500
5400,7,6,1920,2006,0,0,931,1027,0,1027,0,1,1,0,2,1,5,1,0,0,0,28,0,0,0,120000
10800,6,6,1940,1950,590,0,884,884,552,1436,0,0,2,0,3,2,8,2,2,828,0,0,126,0,0,155000
6756,5,6,1910,1950,0,0,481,899,0,899,0,0,1,0,2,1,5,0,1,200,0,0,96,0,0,78000
5914,5,9,1890,1996,0,0,684,684,396,1080,0,0,1,0,3,1,5,0,0,0,0,165,30,0,0,95000
12000,5,7,1948,2005,144,608,924,1122,0,1122,1,0,1,0,2,1,6,0,2,528,0,36,0,0,0,147000
9000,5,6,1946,1950,445,0,904,904,595,1499,0,0,1,0,3,1,5,1,3,869,0,20,0,0,0,140000
6000,5,6,1957,1957,308,0,928,928,0,928,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,112500
6000,4,7,1954,2000,0,0,901,901,0,901,0,0,1,0,2,1,4,0,1,281,0,0,0,0,0,107900
12665,5,8,1915,1950,0,0,876,876,540,1416,0,0,1,1,4,1,7,1,3,720,418,0,194,0,0,153900
5350,7,8,1920,1965,116,0,624,730,720,1450,0,0,1,0,3,1,7,0,1,288,0,192,0,0,0,132000
9143,5,7,1900,2003,0,0,346,709,308,1017,0,0,1,0,2,1,5,0,1,308,0,0,139,0,0,114000
9600,7,9,1928,2005,141,0,689,689,689,1378,0,0,2,0,3,1,7,1,2,360,0,0,116,0,0,161000
6300,6,6,1914,2001,0,0,742,742,742,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,128000
5700,7,7,1926,1950,0,0,572,572,539,1111,0,0,1,0,2,1,5,1,1,288,0,0,176,0,0,116900
11340,2,1,1920,1950,0,0,723,723,363,1086,0,0,1,0,2,1,5,0,2,400,0,24,144,0,0,55000
9750,5,6,1959,1959,200,0,984,984,0,984,1,0,1,0,2,1,5,0,1,308,0,0,0,0,0,110000
12702,5,5,1956,1956,0,0,0,882,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,97000
8516,4,6,1958,2006,0,0,869,1093,0,1093,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,115500
7111,5,7,1928,1983,406,273,1008,1143,0,1143,0,0,1,0,2,1,5,1,1,288,265,0,0,0,0,138000
9100,5,6,1930,1960,0,0,742,779,0,935,0,0,1,0,2,1,4,0,1,308,0,0,0,0,0,79500
6130,5,6,1924,1950,784,0,784,784,0,784,1,0,1,0,2,1,5,0,0,0,0,0,116,0,0,109500
5000,5,7,1941,2006,600,0,672,832,378,1210,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,124000
5870,6,9,1900,2000,0,0,554,736,554,1290,0,0,1,1,3,1,6,0,1,200,38,112,0,0,0,106900
6000,5,7,1924,2003,0,0,949,949,0,949,0,0,1,0,2,1,5,1,2,370,0,0,48,0,0,119000
6000,6,7,1929,1950,0,0,862,950,208,1158,0,0,1,0,3,1,5,1,1,208,0,0,112,0,0,120000
6000,6,7,1937,2000,201,162,825,825,672,1497,0,0,2,0,3,1,5,0,1,672,272,0,0,0,0,157000
6000,6,5,1939,1950,264,0,739,874,468,1342,0,0,2,0,2,2,7,1,1,240,0,0,0,0,0,105000
5000,6,7,1926,1950,0,0,992,1013,0,1013,0,0,1,0,3,1,6,0,1,160,0,0,101,0,0,113000
5520,5,7,1920,1997,68,0,565,565,651,1216,1,0,1,0,3,1,6,1,1,355,0,0,180,0,0,115000
6240,4,7,1929,1950,80,0,704,624,512,1136,0,1,1,0,2,1,6,0,1,336,0,365,80,0,0,123000
6120,5,6,1945,1995,0,0,0,808,0,808,0,0,1,0,1,1,6,0,1,164,0,48,0,0,0,81300
6155,6,8,1920,1999,0,0,611,751,611,1362,0,0,2,0,3,1,6,0,2,502,0,0,84,0,0,128000
6324,4,6,1927,1950,0,0,520,520,0,520,0,0,1,0,1,1,4,0,1,240,49,0,87,0,0,68500
8635,5,5,1948,2001,336,41,672,1072,213,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,127000
10267,6,7,1918,2000,210,606,816,838,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,130000
6291,6,6,1930,1950,0,0,768,768,0,768,0,0,1,0,1,1,4,0,2,440,0,0,84,0,0,93850
10320,5,6,1915,1978,0,0,880,880,428,1308,0,0,2,0,2,1,6,0,2,400,0,0,117,0,0,120000
7200,6,7,1925,1992,0,0,1040,1040,0,1040,0,0,1,0,2,1,5,0,2,320,0,132,0,0,0,127500
7920,6,7,1920,1950,0,0,319,1035,371,1406,0,0,1,0,3,1,6,0,0,0,0,144,0,0,0,89500
8235,5,7,1955,1995,180,645,825,825,0,825,1,0,1,0,2,1,4,0,2,720,140,50,0,0,0,125000
10320,3,3,1915,1950,0,0,536,808,536,1344,0,0,2,0,3,2,8,0,0,0,42,0,204,0,0,82375
10320,6,7,1906,1995,0,0,756,756,713,1469,0,0,1,0,3,1,7,0,1,216,57,0,239,0,0,135000
8250,5,5,1968,1968,250,492,952,1211,0,1211,0,0,1,0,3,1,5,1,1,322,0,63,0,0,0,134000
21286,5,5,1948,1950,0,0,720,720,551,1271,0,0,2,0,4,1,7,1,1,312,0,0,108,0,0,135000
10106,5,7,1940,1999,351,181,644,808,547,1355,1,0,2,0,4,2,6,0,0,0,140,0,0,0,0,127500
11200,5,5,1965,1965,906,0,1040,1040,0,1040,1,0,1,0,3,1,5,0,1,384,0,0,0,0,0,129500
13014,6,5,1978,1978,528,0,1008,1096,0,1096,1,0,1,0,3,1,6,1,2,484,168,0,0,0,0,157500
10265,5,7,1967,2005,758,0,992,992,0,992,1,0,1,0,3,1,6,0,1,294,204,0,0,0,0,145000
9764,5,7,1967,2003,702,0,894,894,0,894,1,0,1,0,3,1,5,0,2,450,0,0,0,0,0,130000
7703,6,8,1978,1978,450,0,450,1034,0,1034,0,1,1,0,3,1,6,1,2,504,311,0,0,0,0,153000
9981,5,5,1967,1967,221,0,1073,1073,0,1073,0,0,1,0,3,1,6,0,1,270,0,90,0,0,0,120000
7400,5,5,1984,1984,104,956,1060,1126,0,1126,1,0,1,0,2,1,5,0,2,506,178,0,0,0,0,152000
9000,5,3,1959,1959,288,0,1006,1006,0,1006,0,0,1,0,3,1,5,0,0,0,0,24,0,0,0,80000
8544,5,6,1966,2006,0,0,1228,1228,0,1228,0,0,1,1,3,1,6,0,1,271,0,65,0,0,0,149350
9239,5,8,1963,2003,634,0,960,960,0,960,1,0,1,0,3,1,6,0,1,300,168,0,0,0,0,144900
14175,6,8,1956,1956,776,0,988,1188,0,1188,1,0,1,0,1,1,4,1,2,621,102,89,231,0,0,185000
13284,5,5,1954,1954,1064,0,1383,1383,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,165000
13500,6,7,1960,1975,429,1080,1602,1252,0,1252,1,0,1,0,1,1,4,1,2,564,409,0,0,0,0,235000
10200,5,8,1940,1997,0,0,672,672,0,672,0,0,1,0,2,1,4,0,1,240,168,0,0,0,0,108000
8375,5,7,1941,1973,336,0,576,864,486,1350,1,0,1,1,2,1,6,0,3,627,0,0,0,0,0,152400
10200,5,8,1970,1970,704,0,864,904,0,904,0,0,1,0,3,1,5,0,3,912,143,0,0,0,0,144000
2887,6,5,1996,1997,1003,0,1291,1291,0,1291,1,0,1,0,2,1,6,1,2,431,307,0,0,0,0,173000
39104,7,7,1954,2005,226,1063,1385,1363,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,241500
11512,6,7,1959,2006,719,0,1019,1357,0,1357,1,0,1,0,2,1,5,1,1,312,0,0,0,0,163,177000
5190,7,5,1948,1950,0,0,570,617,462,1079,0,0,1,0,2,1,5,1,1,249,135,0,0,0,0,125600
10452,6,5,1953,1953,500,0,1094,1094,0,1094,0,0,1,0,3,1,5,2,2,495,0,0,0,0,287,155000
9350,5,5,1975,1975,864,0,864,864,0,864,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,99600
9360,6,8,1962,2001,324,0,621,621,648,1269,0,0,1,1,3,1,7,0,1,280,0,236,0,0,0,134500
8405,5,8,1900,1950,241,391,861,961,406,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,119000
7000,5,7,1910,1991,969,0,1117,820,527,1347,1,0,1,0,3,1,5,0,0,0,85,0,148,0,0,107500
10880,5,5,1950,1950,1040,0,1164,1164,0,1164,1,0,1,0,3,1,5,0,1,240,0,48,0,0,0,125000
9600,6,5,1924,1950,0,0,572,572,524,1096,0,0,1,0,2,1,5,0,0,0,0,8,128,0,0,79000
9084,5,6,1941,1950,236,380,616,616,495,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,95000
9750,5,7,1994,1994,722,0,990,990,0,990,1,0,1,0,3,1,5,0,2,528,168,0,0,0,0,155000
9525,5,6,1995,2006,0,0,1099,1099,0,1099,0,0,1,1,3,1,6,0,1,352,278,0,0,0,0,144000
9245,5,5,1994,1995,686,0,990,990,0,990,0,1,1,0,3,1,5,0,2,672,0,0,0,0,0,145000
8696,7,5,1997,1998,1308,0,1418,1418,0,1418,1,0,2,0,3,1,5,1,2,558,208,110,0,0,0,226001
9382,7,5,1999,2000,0,0,1468,1479,0,1479,0,0,2,0,3,1,6,0,2,577,120,25,0,0,0,191000
12803,7,5,2002,2002,922,0,1494,1494,0,1494,1,0,2,0,3,1,6,1,2,530,192,36,0,0,0,221000
9200,5,6,1975,1980,280,491,938,938,0,938,1,0,1,0,3,1,5,0,1,308,145,0,0,0,0,130250
